1.430373907,1.400861621,-93.88507843
-1.915172338,-1.250362396,-15.89388084
0.462702811,1.987481236,-41.14985657
0.510351896,3.965846777,-31.04269218
-0.493882477,1.941951156,-93.95193481
-1.927767038,3.503443956,-95.54528809
1.896525383,0.936549306,-62.89677811
3.994078636,0.207121357,-99.00001526
-3.923165083,-0.778459072,-53.03282547
0.453947693,1.049602509,-25.10330391
-1.489779353,3.710993528,-37.310215
-1.417088389,1.898417354,-46.77258301
1.009617925,3.869380474,-59.94268799
2.128304005,-3.3850317,-38.06784821
-3.520161152,-1.898257136,-19.23905182
-3.992629528,0.226767346,-61.66986084
-0.990614116,3.874639511,-73.76180267
-0.337532997,-0.230510652,-68.53114319
1.855258942,1.097403049,-29.92344284
-3.161730051,-2.447786093,-21.12837601
3.382437706,-2.13240099,-51.61268997
3.382316589,-2.132591724,-48.1496582
3.594310284,-1.75255537,-65.12508392
0.422034025,1.779317737,-16.98507881
-0.486181736,3.968826771,-9.159438133
3.808767557,-1.217672467,-94.15405273
-3.39364171,-2.114707708,-71.69815063
-0.533268034,2.07132864,-85.11470795
0.99062556,-3.874635935,-83.78973389
-1.945000529,-3.493681431,-71.69808197
-3.947749376,-0.636777937,-15.32061863
-2.060832024,-0.268784165,-74.64433289
0.990886331,-3.874563694,-60.27880478
1.523182154,1.600025773,-54.27443695
-0.477139652,3.96994257,-39.01535416
-3.909485579,0.839795232,-44.45982361
3.380935907,-2.134771824,-41.24126053
-3.382958412,2.131578207,-61.66993713
2.149800301,0.426950306,-74.73236847
-1.917006135,-0.927862823,-10.49294949
1.927814007,-3.503417492,-88.97190857
-1.944817305,-3.493786097,-78.60764313
-1.945718765,-3.49327445,-48.18652725
-1.452088118,2.342873335,-28.94089699
-2.029017687,1.998719692,-19.67305183
-1.741737366,-3.599755287,-24.08600426
1.717216849,1.485401154,-88.35445404
-0.544939935,3.961580038,-42.5214653
-3.213818073,2.380870819,-16.42791748
-3.992640495,0.226628885,-72.03420258
-1.797980547,3.571444511,-12.88046646
1.466997385,-2.666697979,-75.35905457
1.300810575,1.676885366,-61.13694
-1.945538878,-3.493376493,-51.64130783
-3.394065619,-2.114038229,-48.18654251
1.834846377,-0.963806748,-33.31820679
2.033750057,0.539920986,-23.98775482
-0.394383103,-2.300655127,-10.2613163
3.382999182,-2.131514788,-75.15285492
3.846077919,1.093822122,-29.73205376
0.083038986,-2.402262449,-45.42581558
1.465762138,-1.384493947,-56.20228958
0.273831069,0.073697038,-85.53474426
3.80821538,-1.219344497,-42.96735764
-1.927528381,3.503578901,-58.21525192
-1.585704803,0.744703948,-13.94933701
-3.646197796,1.641254544,-39.03318405
-0.990603447,3.874641657,-93.81785583
-0.599469006,-3.954222918,-15.71411324
1.944799423,3.493795633,-95.54521942
-1.422460556,-3.736960649,-93.81783295
3.824030638,1.171471715,-34.2559166
3.594254017,-1.752665758,-61.67029953
0.028797144,2.134037018,-43.09671402
-3.946922541,-0.64154309,-20.78058243
-1.538910985,-1.621458292,-64.28193665
-1.836292028,1.014417052,-27.49604607
-3.115308046,-2.507269859,-23.12695313
0.019775718,0.255921274,-57.52926636
0.699124396,3.936931372,-37.39816284
